resource_id;site_id;name;address;lat;lng;address_1;address_2;city;state;zip;deleted;Phone Number;Working Hours;PPO Insurances Accepted;HMO Insurances Accepted;Medicaid Accepted;Medicare Accepted?;Medicare Managed (Advantage) Plans;Self-pay accepted? Fees;Languages/interpreter services;Services;Transportation assistance;Patient Portal;Website where info found
123;0;UCI Urology;101 The City Dr S, Bldg 29, Pavilion 3, Orange, CA 92868;33.78797880;-117.89032130;101 The City Dr S;Bldg 29, Pavilion 3;Orange;CA;92868;0;(888) 264-1533;Mon 9:00 AM - 5:00 PM, Tue 9:00 AM - 5:00 PM, Wed 9:00 AM - 5:00 PM, Thu 9:00 AM - 5:00 PM, Fri 9:00 AM - 5:00 PM, Sat Closed, Sun Closed;Aetna, Blue Cross Blue Shield, Cigna, Health Net, Inland Empire Health Plan, Kaiser Permanente, Monarch, United Healthcare, Greater Newport Physicians Network;Aetna, Blue Cross Blue Shield, Cigna, Health Net, Inland Empire Health Plan, Kaiser Permanente, Monarch, United Healthcare, Greater Newport Physicians Network;Medi-Cal;United HealthCare, Humana;AARP;;Spanish, Arabic, Urdu;General Urology: Axonics Therapy, Bladder Disorders, Bladder instillations, Cystoscopy, Da Vinci Surgery, Hematuria, UTI's, Voiding dysfunction, Prostate health, Female urology: CYSTOCELE, GENITOURINARY FISTULA, INTERSTITIAL CYSTITIS, PELVIC ORGAN PROLAPSE, URETHRAL DIVERTICULUM, VESICOVAGINAL FISTULA, INJECTIONS (BOTOX, BULKING AGENTS), GENITOURINARY FISTULA REPAIR, GENITOURINARY RECONSTRUCTION, NEUROMODULATION, PELVIC RECONSTRUCTION, ROBOT-ASSISTED ABDOMINAL SACROCOLPOPEXY, SLINGS, URINARY INCONTINENCE, Male Urology: ENLARGED PROSTATE (BPH), ERECTILE DYSFUNCTION, MALE INFERTILITY, PEYRONIE'S DISEASE, PROSTATITIS, TESTOSTERONE DEFICIENCY, URETHRAL STRICTURES, VARICOCELE, ARTIFICIAL URINARY ;Available;;http://urology.uci.edu/index.shtml
124;0;UCI Health - Infectious Disease Services;101 The City Dr S, Bldg 29, Pavilion 3, Orange, CA 92868;33.78797880;-117.89032130;101 The City Dr S;Bldg 29, Pavilion 3;Orange;CA;92868;0;(714) 456-7720;Mon 9:00 AM - 4:30 PM, Tue 9:00 AM - 4:30 PM, Wed 9:00 AM - 4:30 PM, Thu 9:00 AM - 4:30 PM, Fri 9:00 AM - 4:30 PM, Sat Closed, Sun Closed;Most PPO's;Aetna HMO, Anthem Blue Cross HMO, Blue Shield of CA HMO, Blue Shield of CA HMO - Trio, Cigna HMO, Cigna HMO - Select;None;;None;Yes;English, Spanish, Korean;Tuberculosis, Hospital-acquired infections, Bacterial, fungal, viral and parasitic infections, Measles, Infections associated with traumatic injuries, Antibiotic-resistant infections, such as methicillin-resistant Staphylococcus aureus (MRSA);None;Yes;https://www.ucihealth.org/Medi-Cal-services/infectious-disease
126;27;Northbay Wound Care - Vacaville;1010 Nut Tree Rd, Ste 100, Vacaville, CA 95687;38.35457860;-121.95241860;1010 Nut Tree Rd;Ste 100;Vacaville;CA;95687;0;(707) 624-7979;Mon 8:00 AM - 5:00 PM, Tue 8:00 AM - 5:00 PM, Wed 8:00 AM - 5:00 PM, Thu 8:00 AM - 5:00 PM, Fri 8:00 AM - 5:00 PM, Sat Closed, Sun Closed;Most;Aetna HMO, Anthem Blue Cross Blue Shield, UHC, Advantage Assure, Secure Horizons;Medi-Cal;No;;No;Yes;Active platform dressings and latest generation medications, bioengineered skin suBlue Shieldtitutes, compression therapy and mechanical off-loading, negative pressure wound therapy, ostomy care (colostomy & ileostomy), and wound debridement;No;Yes;https://www.northbay.org/services/wound-care/index.cfm
128;19;Las Palmas Health Center;1010 W Las Palmas Ave, Ste E, Patterson, CA 95363;37.46627210;-121.14137070;1010 W Las Palmas Ave;Ste E;Patterson;CA;95363;0;(833) 850-3500;Mon 8:00 AM - 5:00 PM, Tue 8:00 AM - 5:00 PM, Wed 8:00 AM - 5:00 PM, Thu 8:00 AM - 5:00 PM, Fri Closed, Sat Closed, Sun Closed;ALL MAJOR INSURANCE;Yes;;;Yes;SLIDING SCALE;Yes;Medi-Cal SERVICES, Medi-Cal Services, Inpatient Medi-Cal/Surgical (Med/Surg), Intensive Care Unit (ICU), Infusion Services, Occupational Health, 24 Hour Nurse Call, Women's Health Center, Physical Therapy, OR/Surgery, Laboratory, Imaging Service;NO;;https://www.visitlch.org/
131;0;Kaiser Permanente - Roseville Medical Offices - Riverside Ophthalmology;1011 Riverside Ave, Roseville, CA 95678;38.72783760;-121.28919020;1011 Riverside Ave;;Roseville;CA;95678;0;(916) 784-4185;Mon 8:30 AM - 5:00 PM, Tue 8:30 AM - 5:00 PM, Wed 8:30 AM - 5:00 PM, Thu 8:30 AM - 5:00 PM, Fri 8:30 AM - 5:00 PM, Sat Closed, Sun Closed;Kaiser plans only;Kaiser plans only;Kaiser plans only;;Kaiser plans only;yes;Yes, through Kaiser;general opthamology;no;Yes;https://thrive.kaiserpermanente.org/care-near-you/northern-california/northvalley/departments/ophthalmology/
137;33;Allen Temple Gardens;10121 International Blvd, Oakland, CA 94603;37.74152920;-122.16941630;10121 International Blvd;;Oakland;CA;94603;0;(510) 383-9190;;;;;;;;;;;;
139;0;The Orthopedic Specialty of Northern California;1013 Galleria Blvd, Ste 205, Roseville, CA 95678;38.76819650;-121.26750290;1013 Galleria Blvd;Ste 205;Roseville;CA;95678;0;(916) 918-2952;Mon 8:00 AM - 5:00 PM, Tue 8:00 AM - 5:00 PM, Wed 8:00 AM - 5:00 PM, Thu 8:00 AM - 5:00 PM, Fri 8:00 AM - 5:00 PM, Sat Closed, Sun Closed;Aetna, Blue Cross, Blue Shield, Blue Shield Covered California, Cigna, Coventry, First Health, GEHA, Health Net, Intercare, Multiplan, PHCS, SIP / SMG / Solano, Sutter Select / UMR, Tricare Prime, Triwest, United Healthcare, United Healthcare Railroad;Sierra Nevada - Nivano, Hills Physicians;;;Medicare Railroad, medicare , Medicare Advantage HMO/PPO;Yes, self - pay accepted depending on services, Cash pay accepted for knee injections, Late cancellation for surgery fee is $1, 000;No;Operative Hip Treatment, Revision of total hip replacement, Non-Operative Knee Treatment Options, operative knee treatment options.;None;;https://toscnorcal.com/
142;31;California Human Development;1015 Center Dr, Ste B, Santa Rosa, CA 95403;38.43880100;-122.71356200;1015 Center Dr;Ste B;Santa Rosa;CA;95403;0;(707) 523-1155;Mon 8:00 AM - 5:00 PM, Tue 8:00 AM - 5:00 PM, Wed 8:00 AM - 5:00 PM, Thu 8:00 AM - 5:00 PM, Fri 8:00 AM - 5:00 PM, Sat Closed, Sun Closed;;;;;;;;;;;https://californiahumandevelopment.org/training-joBlue Shield/employment-services/
144;51;Renaissance Recovery;10175 Slater Ave, Ste 200, Fountain Valley, CA 92708;33.70958840;-117.95179050;10175 Slater Ave;Ste 200;Fountain Valley;CA;92708;0;(866) 330-9449;Mon Open 24 hours, Tue Open 24 hours, Wed Open 24 hours, Thu Open 24 hours, Fri Open 24 hours, Sat Open 24 hours, Sun Open 24 hours, Holidays Open 24 hours;;;;;;Yes;;;;;https://www.renaissancerecovery.com/
145;0;New Life Chapel - New Life Line Food Ministry;10184 Seventh Ave, Hesperia, CA 92345;34.43621330;-117.31399230;10184 Seventh Ave;;Hesperia;CA;92345;0;(760) 244-9050;Mon Closed, Tue Closed, Wed Closed, Thu Closed, Fri Closed, Sat 7:30 AM - 10:30 AM, Sun Closed;;;;;;;;;;;http://frc.vesd.net/community_resources/emergency_food
149;0;Sutter Medical Foundation;1020 29th St, Ste 270, Sacramento, CA 95816;38.57277240;-121.46856980;1020 29th St;Ste 270;Sacramento;CA;95816;0;(916) 455-3700;Mon 8:15 AM - 3:30 PM, Tue 8:15 AM - 3:00 PM, Wed 8:15 AM - 3:30 PM, Thu Closed, Fri 8:15 AM - 3:30 PM, Sat Closed, Sun Closed;Aetna, Alignment, Anthem Blue Cross of CA, Blue Shield of CA, Cigna, Health Net, HealthSmart, Magellan Health Services, Multiplan, Pacific Health Alliance, Private Healthcare Systems, Inc. (PHCS), Sutter Health - Aetna, Sutter Health Plus, Tricare, United Healthcare;Aetna, Alignment, Anthem Blue Cross of CA, Blue Shield of CA, Cigna, Health Net, Sutter Health - Aetna, Sutter Health Plus, United Healthcare;Standard Medi-Cal;;Alignment Health Plan My Choice (Medicare Advantage PPO), Alignment Health Plan Sutter Advantage (Medicare Advantage HMO), Anthem Medicare Preferred PPO, Blue Shield Medicare (PPO) Employer Group Medicare Advantage, Medicare Advantage all Employer --Sponsored plans, Medicare COB Commercial HMO, Medicare COB Commercial POS, Magellan Medicare Advantage, AARP Medicare Complete Assure Plan (HMO), AARP Medicare Complete Secure Horizon (HMO), AARP Medicare Complete Secure Horizon (HMO) Employer Group, AARP Medicare Complete Secure Horizons Focus (HMO), AARP Medicare Complete Secure Horizons Plan 1 (HMO), UnitedHealthcare Group Medicare Advantage PPO;Yes, no additional fees;Yes, phone interpreters;None;;MyHealth Online;https://www.sutterhealth.org/find-doctor/dr-ginger-r-mcmullen?utm_source=yelp&utm_medium=social&utm_content=branded-url&utm_campaign=smf-yelp-doctors, https://www.sutterhealth.org/find-location/facility/sutter-medical-center
150;0;Sutter Medical Foundation;1020 29th St, Ste 570A, Sacramento, CA 95816;38.57283790;-121.46855710;1020 29th St;Ste 570A;Sacramento;CA;95816;0;(916) 733-3792;;AETNA, Health Fund PPO, Meritain Health PPO, Open Choice PPO, ANTHEM BLUE CROSS OF CALIFORNIA, Anthem Medicare Preferred PPO, Blue Cross PPO (Prudent Buyer Plan, includes PERS Care and PERS Choice), Empire Mediblue Freedom PPO, Federal Employee Program (FEP) - PPO, My Choice PPO, Power CareAdvocate PPO, Power HealthFund PPO, BLUE SHIELD OF CALIFORNIA, Active Choice PPO, Administrative Services Only (ASO) - Self-Funded PPO, Blue Shield $0 Cost Share PPO, Blue Shield Bronze PPO, Blue Shield Gold PPO, Blue Shield Platinum PPO, Blue Shield Minimum Coverage PPO, Blue Shield PPO Small Group, Blue Shield Silver PPO, Blue Shield Spectrum PPO Plan, Blue Shield Spectrum PPO Savings Plan, Federal Emplo;AETNA, Health Fund HMO, HMO, HMO Deductible Plans, ALIGNMENT, Alignment Health Plan Sutter Advantage (Medicare Advantage HMO), ANTHEM BLUE CROSS OF CALIFORNIA, Advantage HMO, Anthem Blue Cross HMO, also sometimes known as California Care or Rural Cal Care (includes CalPERS Traditional HMO), Anthem Blue Cross HMO (California Care Plus), BLUE SHIELD OF CALIFORNIA, Blue Shield Access+ HMO Plan, Commercial HMO/POS, CIGNA, Commercial HMO, Network HMO, Network Open Access (HMO), Point of Service Open Access (HMO), HEALTH NET - CURRENTLY IN 2021 CONTRACT NEGOTIATIONS, Health Net Healthy Heart HMO, Health Net HMO: Large Group (101+ employees) & Small Group (2-100 employees), HMO - Flex Funded, Medic;No;;HEALTH NET - CURRENTLY IN 2021 CONTRACT NEGOTIATIONS, Medicare Advantage all Employer --Sponsored plans, MAGELLAN HEALTH SERVICES, Medicare Advantage, UNITEDHEALTHCARE - CURRENTLY IN 2021 CONTRACT NEGOTIATIONS;Yes, $310 down payment;;;;;https://www.sutterhealth.org/smf/find-doctor/dr-mirza-a-alikhan?is-physician=true&care-specialty=Dermatology&medical-group=sutter-medical-foundation
151;0;Sutter Medical Foundation - Bone Marrow Transplant Services;1020 29th St, Ste 680, Sacramento, CA 95816;38.57283790;-121.46855710;1020 29th St;Ste 680;Sacramento;CA;95816;0;(916) 733-4400;Mon 7:30 AM - 5:00 PM, Tue 7:30 AM - 5:00 PM, Wed 7:30 AM - 5:00 PM, Thu 7:30 AM - 5:00 PM, Fri 7:30 AM - 5:00 PM, Sat Closed, Sun Closed;Aetna, Anthem Blue Cross of CA, Blue Shield of CA, Cigna, Health Net, Healthsmart, Magellan Health Services, Multiplan, Pacific Health Alliance, Private Healthcare Systems, Inc. (PHCS), Sutter Health - Aetna, Sutter Health Plus, Tricare, United Healthcare;Aetna, Anthem Blue Cross of CA, Blue Shield of CA, Cigna, Health Net, United Healthcare;Standard Medi-Cal;;Alignment Health Plan My Choice (Medicare Advantage PPO), Alignment Health Plan Sutter Advantage (Medicare Advantage HMO), Anthem Medicare Preferred PPO, Blue Shield Medicare (PPO) Employer Group Medicare Advantage, Blue Shield Medigap Medicare Supplement Plans, Medicare Advantage all Employer --Sponsored plans, Medicare COB Commercial HMO, Medicare COB Commercial POS, Magellan Medicare Advantage, AARP Medicare Complete Assure Plan (HMO), AARP Medicare Complete Secure Horizon (HMO), AARP Medicare Complete Secure Horizon (HMO) Employer Group, AARP Medicare Complete Secure Horizons Focus (HMO), AARP Medicare Complete Secure Horizons Plan 1 (HMO), UnitedHealthcare Group Medicare Advantage PPO;Yes, no additional fees;Yes;None;;Yes;https://www.sutterhealth.org/services/cancer/blood-stem-cell-transplant, https://www.sutterhealth.org/doctor-search/results?specialty=Hematology&location=Sacramento%2C+CA+95816&zip=95816&lat=38.58001840000001&lng=-121.4627576&medical-group=&health-plan=&health-plan-product=
157;27;Northbay Specialty Pharmacy - VacaValley Wellness Center;1020 Nut Tree Rd, Vacaville, CA 95687;38.35385510;-121.95179930;1020 Nut Tree Rd;;Vacaville;CA;95687;0;(707) 624-8072;Mon 8:00 AM - 5:00 PM, Tue 8:00 AM - 5:00 PM, Wed 8:00 AM - 5:00 PM, Thu 8:00 AM - 5:00 PM, Fri 8:00 AM - 5:00 PM, Sat Closed, Sun Closed;;;;;;;;;;;https://www.northbay.org/services/specialty-pharmacy/index.cfm
158;27;Vacaville Cultural Center Library;1020 Ulatis Dr, Vacaville, CA 95687;38.35565510;-121.96246390;1020 Ulatis Dr;;Vacaville;CA;95687;0;(866) 572-7587;Mon 9:00 AM - 6:00 PM, Tue 9:00 AM - 6:00 PM, Wed 9:00 AM - 6:00 PM, Thu 9:00 AM - 6:00 PM, Fri 9:00 AM - 5:00 PM, Sat 9:00 AM - 5:00 PM, Sun Closed;;;;;;;;;;;https://solanolibrary.com/hours-and-locations/vacaville-cultural-center-library/
161;33;Oakland Public Library - 81st Avenue Branch;1021 81st Ave, Oakland, CA 94621;37.75339540;-122.18569110;1021 81st Ave;;Oakland;CA;94621;0;(510) 615-5812;Mon Closed, Tue 10:00 AM - 8:00 PM, Wed 10:00 AM - 8:00 PM, Thu 10:00 AM - 5:30 PM, Fri 12:00 PM - 5:30 PM, Sat 10:00 AM - 5:30 PM, Sun Closed;;;;;;;;;;;http://www.oaklandlibrary.org/Branches/81st/81sthrs.html
164;42;Riverside Comprehensie Treatment Center;1021 W La Cadena Dr, Riverside, CA 92501;34.00430690;-117.35061000;1021 W La Cadena Dr;;Riverside;CA;92501;0;(951) 749-9240;Mon 5:00 AM - 3:30 PM, Tue 5:00 AM - 3:30 PM, Wed 5:00 AM - 3:30 PM, Thu 5:00 AM - 3:30 PM, Fri 5:00 AM - 3:30 PM, Sat 7:00 AM - 9:30 AM, Sun 7:00 AM - 9:30 AM;IEHP EMPIRE HEALTH PLAN;;Yes;;;;;;;;https://www.acadialhealthcare.com
167;32;Gilead House;1024 7th St, Novato, CA 94945;38.11008980;-122.57761410;1024 7th St;;Novato;CA;94945;0;(415) 895-5575;Mon 9:00 AM - 5:00 PM, Tue 9:00 AM - 5:00 PM, Wed 9:00 AM - 5:00 PM, Thu 9:00 AM - 5:00 PM, Fri 9:00 AM - 5:00 PM, Sat Closed, Sun Closed;;;;;;;;;;;https://www.gileadhouse.org/
168;22;Employment Services Agency;10240 Lakewood Blvd, Downey, CA 90241;33.94627950;-118.11760030;10240 Lakewood Blvd;;Downey;CA;90241;0;(562) 928-6600;Mon 8:30 AM - 5:30 PM, Tue 8:30 AM - 5:30 PM, Wed 8:30 AM - 5:30 PM, Thu 8:30 AM - 5:30 PM, Fri 8:30 AM - 2:00 PM, Sat Closed, Sun Closed;;;;;;;;;;;https://www.esatemps.com
169;30;Health and Human Services;1025 Escobar St, 4th Floor, Martinez, CA 94553;38.01938590;-122.13455690;1025 Escobar St;4th Floor;Martinez;CA;94553;0;(877) 505-4630;Mon 8:00 AM - 5:00 PM, Tue 8:00 AM - 5:00 PM, Wed 8:00 AM - 5:00 PM, Thu 8:00 AM - 5:00 PM, Fri 8:00 AM - 5:00 PM, Sat Closed, Sun Closed;;;;;;;;;;;https://www.contracosta.ca.gov/122/Health-and-Human-Services
170;0;MCCN La Puente Clinic;1025 N Willow Ave, La Puente, CA 91746;34.04314690;-117.98227180;1025 N Willow Ave;;La Puente;CA;91746;0;(818) 895-3100;Mon 8:30 AM - 5:00 PM, Tue 8:30 AM - 5:00 PM, Wed 8:30 AM - 5:00 PM, Thu 8:30 AM - 5:00 PM, Fri 8:30 AM - 5:00 PM, Sat Closed, Sun Closed;;;;;;;;;;;https://mccn.org/la-puente
175;48;1 Method Center;10254 Bannockburn Dr, Los Angeles, CA 90064;34.03439450;-118.40815630;10254 Bannockburn Dr;;Los Angeles;CA;90064;0;(800) 270-1389;Mon Open 24 hours, Tue Open 24 hours, Wed Open 24 hours, Thu Open 24 hours, Fri Open 24 hours, Sat Open 24 hours, Sun Open 24 hours, Holidays Open 24 hours;;;;;;;;;;;https://methodtreatment.com/
186;0;CVS Pharmacy - Store #3862;1030 Pleasant Grove Blvd, Roseville, CA 95678;38.77831030;-121.29019590;1030 Pleasant Grove Blvd;;Roseville;CA;95678;0;(916) 780-4733;Mon 9:00 AM - 8:00 PM, Tue 9:00 AM - 8:00 PM, Wed 9:00 AM - 8:00 PM, Thu 9:00 AM - 8:00 PM, Fri 9:00 AM - 8:00 PM, Sat 10:00 AM - 5:00 PM, Sun 10:00 AM - 5:00 PM;Aetna, Allwell, Amerigroup, Anthem, Anthem, Anthem. HealthKeepers, Blue Shield of California, Capital Blue, Clear Spring Health, Community Care Alliance, Empire BlueCross (An Anthem Company), EnvisionRxPlus, Eon Health, Essence Healthcare, Global Health, Hap, Health Net, Highmark BlueCross BlueShield, Horizon Blue Cross Shield, Innovation Health Aetna, MetroPlus Health plan, MutualofOmaha Rx, Premera Blue cross, Scan Health plan, Silver Script, Simply Healthcare, Ucare, Unicare (an Anthem Company);Viva Medicare (HMO). CVS Pharmacy(R) is preferred with some Medicare Part D plans. CVS Pharmacy accepts most Medicare Part D plans and does not endorse any particular plan;Check with your insurance provider to determine coverage. We currently do not accept Medicaid from other states;;Express Scripts Medicare (PDP), Independence Medicare, Piedmont medicare advantage, MedicareBlue Rx (PDP);;;Refill Prescriptions, Transfer Rx to CVS, View/Print Prescription Rapid Refill;;;https://www.cvs.com/store-locator/cvs-pharmacy-address/1030+Pleasant+Grove+Boulevard-Roseville-CA-95678/storeid=3862?WT.mc_id=LS_GOOGLE_FS_3862
188;19;Community Medical Center, Inc;1031 Waterloo Rd, Stockton, CA 95205;37.96745670;-121.27274020;1031 Waterloo Rd;;Stockton;CA;95205;0;(209) 940-5600;Mon 8:00 AM - 8:00 PM, Tue 8:00 AM - 8:00 PM, Wed 8:00 AM - 8:00 PM, Thu 8:00 AM - 8:00 PM, Fri 8:00 AM - 5:00 PM, Sat 8:00 AM - 4:30 PM, Sun Closed;ALL MAJOR INSURANCE;Yes;Medi-cal (including Health Net and Health Plan of San Joaquin) Medicare, Child Health and Disability Prevention program (CHDP), Women Infant Child (WIC) referrals, Family PACT, Cancer Detection Program;Yes;NO;Yes;Yes;Medi-Cal Care, Health Education, Community Outreach and Enrollment, Behavioral Health, Women, Infants and Children Program (WIC), HIV Early Intervention Program, Comprehensive Perinatal Services Program (Sweet Success), 'Care Link' Healthcare for the Homeless, Sweet Success Diabetes and Pregnancy Program, Presumptive Eligibility, Dental Care, Transportation, Case Management, Diagnostic Laboratory;Yes;;http://www.communityMedi-Calcenters.org/
193;0;Dr. Judith Friedman, MD;1036 Sir Francis Drake Blvd, Kentfield, CA 94904;37.95766040;-122.54969210;1036 Sir Francis Drake Blvd;;Kentfield;CA;94904;0;(415) 713-6745;;most major insurances, accepted, including Aetna, Anthem, Magellan;most major insurances, accepted, including Aetna, Anthem, Magellan;most major insurances, accepted, including Aetna, Anthem, Magellan;;most major insurances, accepted, including Aetna, Anthem, Magellan;;;;;;https://www.drughelpcenters.com/physician/judith-friedman
200;42;Hathaway Recovery;1042 Belmont Abbey Ln, Claremont, CA 91711;34.14002490;-117.69632830;1042 Belmont Abbey Ln;;Claremont;CA;91711;0;(909) 971-3333;Mon Open 24 hours, Tue Open 24 hours, Wed Open 24 hours, Thu Open 24 hours, Fri Open 24 hours, Sat Open 24 hours, Sun Open 24 hours, Holidays Open 24 hours;Aetna, Beacon, Blue Cross, Community Healthcare Network, Cigna, ComPsych, GHI HIP, Health Integrated, HealthSmart, Healthspan, Humana, WellCare, United Behavioral Health;;;;;Yes;;Aetna, Beacon, Blue Cross, Community Healthcare Network, Cigna, ComPsych, GHI HIP, Health integrated, HealthSmart, Healthspan, Humana, WellCare, United Behavioral Health;;;https://hishouserehab.com/
201;0;WellSpace Health - Rancho Cordova Community Health Center;10423 Old Placerville Rd, Sacramento, CA 95827;38.57028850;-121.30764910;10423 Old Placerville Rd;;Sacramento;CA;95827;0;(916) 737-5555;Mon 8:00 AM - 5:00 PM, 12:00 PM - 1:00 PM, Tue 8:00 AM - 5:00 PM, 12:00 PM - 1:00 PM, Wed 8:00 AM - 5:00 PM, 12:00 PM - 1:00 PM, Thu 8:00 AM - 5:00 PM, 12:00 PM - 1:00 PM, Fri 8:00 AM - 5:00 PM, 12:00 PM - 1:00 PM, Sat Closed, Sun Closed;yes;yes;Yes;;yes;WellSpace Health offers medical care on a sliding scale fee system depending on income if you do not qualify for specific programs, services or insurance, http://www.wellspacehealth.org/wp-content/uploads/2018/08/2018_2019-Poverty-Level-Guidelines.pdf;Arabic, Korean, Russian, Spanish, Tagalog, Ukrainian;No;;Yes;https://www.wellspacehealth.org/location/rancho-cordova-community-health-center
202;0;LA CADA Allen House;10425 Painter Ave, Santa Fe Springs, CA 90670;33.94092090;-118.05195310;10425 Painter Ave;;Santa Fe Springs;CA;90670;0;(562) 906-2685;;L.A. CADA has funding for some participants eligible under Medi-Cal and Cal-WORKs, and accepts most private insurance;L.A. CADA has funding for some participants eligible under Medi-Cal and Cal-WORKs, and accepts most private insurance;L.A. CADA has funding for some participants eligible under Medi-Cal and Cal-WORKs, and accepts most private insurance;;L.A. CADA has funding for some participants eligible under Medi-Cal and Cal-WORKs, and accepts most private insurance;Yes. Additionally, all clients are screened for an ability to pay for services. Some services are offered free of charge.;;;;;https://www.lacada.info/wp-content/uploads/2019/02/AllenHouseBroch.pdf
203;33;Lifeline Treatment Services;10429 International Blvd, Oakland, CA 94603;37.73926470;-122.16713580;10429 International Blvd;;Oakland;CA;94603;0;(510) 777-8448;Mon 6:00 AM - 2:30 PM, Tue 6:00 AM - 2:30 PM, Wed 6:00 AM - 2:30 PM, Thu 6:00 AM - 2:30 PM, Fri 6:00 AM - 2:30 PM, Sat 7:00 AM - 10:00 AM, Sun 7:00 AM - 10:00 AM;None;None;Medi-Cal;Medicare;No;Yes;;Adult program, Postpartum program, Program for men, Program for women, Young adult program, Counseling;;;https://www.americanhealthservices.org/oakland-california.html
